Smiles,Log10 Value (nM),Category,subcategoria_nombre
O=C1c2ccccc2C=[N+]([O-])C12CCCC2,5.196,Alto,Rango Superior Medio - Potencia
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.918,Alto,Valores Altos - Potencia
Cc1cccc(-c2oc3ccccc3c(=O)c2C)c1,5.999,Alto,Valores Bajos - Potencia
Cc1cn(CC(=O)c2ccc([N+](=O)[O-])cc2)cn1,5.699,Alto,Rango Inferior Medio - Potencia
COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,5.504,Alto,Rango Inferior Medio - Potencia
CC(=O)c1cc2ccccc2oc1=S,5.234,Alto,Rango Inferior Medio - Potencia
O=C(c1ccccc1)c1ccn(-c2nn[nH]n2)c1,5.477,Alto,Rango Inferior Medio - Potencia
COc1cc2c(cc1OC)CN(CCCCn1nc(-c3ccccc3)oc1=O)CC2,4.829,Alto,Valores Altos - Potencia
COC(=O)[C@H](CS)NC(=O)/C=C/c1ccc(O)c(OC)c1,4.924,Alto,Valores Altos - Potencia
Clc1cccc(Cn2cc(COc3ccccc3)nn2)c1,4.959,Alto,Valores Altos - Potencia
COc1cc(C2Oc3c(OC)cc(/C=C/C=O)cc3C2COC(=O)c2ccc(O)cc2)ccc1O,5.0,Alto,Rango Superior Medio - Potencia
CSc1nc(-c2ccc(Cl)cc2)c(C#N)c(=O)n1C,5.386,Alto,Rango Inferior Medio - Potencia
Cc1nccn1CC(=O)c1ccc([N+](=O)[O-])cc1,4.845,Alto,Valores Altos - Potencia
COc1cc(O)c2c(c1)CCc1cc(O)ccc1-2,5.249,Alto,Rango Inferior Medio - Potencia
CC(C)N1CN(CC(=O)O)CSC1=S,4.942,Alto,Valores Altos - Potencia
COc1cccc2c1C=[N+]([O-])C2(C)C,6.037,Alto,Valores Bajos - Potencia
Oc1ccccc1/C=N/n1c(S)nnc1-c1cnccn1,4.88,Alto,Valores Altos - Potencia
COc1cc2c(cc1OC)C(=O)C(C(=O)Nc1ccccc1)C2,5.294,Alto,Rango Inferior Medio - Potencia
CCOC(=O)[C@@H]1C(=O)N(Cc2ccccc2)C[C@@H](O)[C@H]1c1ccccc1,5.0,Alto,Rango Superior Medio - Potencia
COc1ccc(/C=N/c2ccc(OCc3ccccc3)cc2)c(O)c1,5.301,Alto,Rango Inferior Medio - Potencia
N#Cc1ccc(C(=O)CC2(O)C(=O)Nc3ccc(O)cc32)cc1,5.176,Alto,Rango Superior Medio - Potencia
O=S(=O)(c1ccccc1)c1ccc(C(O)Cc2cn(Cc3ccccc3)nn2)cc1,5.678,Alto,Rango Inferior Medio - Potencia
CCCC(=O)N/N=C/c1coc2ccccc2c1=O,4.862,Alto,Valores Altos - Potencia
CCOc1cc(/C=C/C(=O)/C=C/c2ccc(O)c(OCC)c2)ccc1O,5.108,Alto,Rango Superior Medio - Potencia
O=C(CC1(O)C(=O)Nc2ccc(O)cc21)c1ccccc1,5.38,Alto,Rango Inferior Medio - Potencia
CCOC(=O)c1cnn(-c2nc(-c3cccc(OC)c3OC)c(C#N)c(=O)n2C)c1N,5.211,Alto,Rango Superior Medio - Potencia
CSc1nc(-c2ccccc2F)c(C#N)c(=O)n1C,5.452,Alto,Rango Inferior Medio - Potencia
O=Cc1ccc(O)cc1,8.677,Alto,Valores Bajos - Potencia
COc1cc(O)c(C(C)=O)cc1Br,7.193,Alto,Valores Bajos - Potencia
COc1cc(/C=N/NC(=O)CCc2nc3ccccc3c(=O)[nH]2)cc(OC)c1O,8.021,Alto,Valores Bajos - Potencia
Fc1ccc2c(c1)CCC(c1nnc(-c3cccc(Cl)c3)o1)O2,4.928,Alto,Valores Altos - Potencia
NC(CCC(=O)n1c(-c2ccc(F)c(F)c2F)nc2ccccc2c1=O)C(=O)O,5.075,Alto,Rango Superior Medio - Potencia
CC(Cc1ccc(OCc2no[n+]([O-])c2C(N)=O)cc1)NCC(O)c1cc(O)cc(O)c1.Cl,5.193,Alto,Rango Superior Medio - Potencia
Oc1ccccc1/C=N/c1ccccc1F,6.301,Alto,Valores Bajos - Potencia
Cc1cc(=O)oc2c(O)c(O)ccc12,8.059,Alto,Valores Bajos - Potencia
COC(=O)C1=C(C)N(c2cccc([N+](=O)[O-])c2)C(C)=C(C(=O)OC)C1c1ccc2c(c1)OCO2,6.048,Alto,Valores Bajos - Potencia
CC(C)=CCC[C@](C)(O)c1ccc(C)cc1,5.0,Alto,Rango Superior Medio - Potencia
Cc1ccc2[nH]c(=O)c(/C=N/CCO)cc2c1,6.622,Alto,Valores Bajos - Potencia
O=C(N/N=C/c1cccc([N+](=O)[O-])c1)c1ccc(Cl)cc1,4.995,Alto,Rango Superior Medio - Potencia
COc1cccc2cc(C(=O)c3ccccc3)c(=S)oc12,5.523,Alto,Rango Inferior Medio - Potencia
O=c1c2c(O)cccc2oc2cccc(-c3ccc(O)c(O)c3)c12,4.903,Alto,Valores Altos - Potencia
COc1ccccc1/C=C/C(=O)c1ccccc1O,5.777,Alto,Valores Bajos - Potencia
COc1ccc(C(=O)/C=C/c2cccc([N+](=O)[O-])c2)cc1,5.679,Alto,Rango Inferior Medio - Potencia
CSc1nc(-c2ccccc2Cl)c(C#N)c(=O)n1C,5.361,Alto,Rango Inferior Medio - Potencia
CC1(C)O[C@H]1COc1c2ccoc2cc2oc(=O)ccc12,4.874,Alto,Valores Altos - Potencia
Sc1nnc(-c2cnccn2)n1/N=C/c1ccc(Cl)cc1Cl,4.91,Alto,Valores Altos - Potencia
Oc1ccc2c(c1)OCC21Cc2cc(O)c(O)cc2C(O)O1,4.893,Alto,Valores Altos - Potencia
COc1cc(/C=N/NC(=O)c2ccncc2)cc(OC)c1OC,6.0,Alto,Valores Bajos - Potencia
CCOc1ccc(-c2cc(-c3ccccc3O)nc(=S)[nH]2)cc1OC,6.149,Alto,Valores Bajos - Potencia
CN(C)c1ccc(/C=C2\Oc3cc(O)ccc3C2=O)cc1,5.397,Alto,Rango Inferior Medio - Potencia
COc1ccc(-c2c(C)nn(-c3ccccc3)c2OC)cc1,4.929,Alto,Valores Altos - Potencia
O=C(O)c1cc(O)c(O)c(O)c1,4.892,Alto,Valores Altos - Potencia
CN1CC(O)(c2ccc3c(c2)Nc2ccccc2S3)Oc2ccccc21,5.528,Alto,Rango Inferior Medio - Potencia
COc1ccc(C(C)=O)c(O)c1O,4.958,Alto,Valores Altos - Potencia
COc1ccc(-c2nc3cc(Cl)c(Cl)cc3n2Cc2n[nH]c(=S)n2C)cc1OC,5.433,Alto,Rango Inferior Medio - Potencia
CCOC(=O)N1CCC(=NNC(=O)c2ccc(C(F)(F)F)cc2F)CC1,4.889,Alto,Valores Altos - Potencia
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.918,Alto,Valores Altos - Potencia
COC(=O)[C@]1(Cc2ccc(O)cc2)OC(=O)C(O)=C1c1ccc(O)cc1,4.934,Alto,Valores Altos - Potencia
O=C1CCc2ccccc2N1CCCCN1CCC2(CC1)OCc1ccccc12,5.305,Alto,Rango Inferior Medio - Potencia
O=C1c2c(O)cccc2Cc2ccc(CCCCc3ccccc3)c(O)c21,5.049,Alto,Rango Superior Medio - Potencia
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc2c(c1)OCO2,6.114,Alto,Valores Bajos - Potencia
Cc1ccc(C(=O)CC2(O)C(=O)Nc3ccc(O)cc32)cc1,5.204,Alto,Rango Superior Medio - Potencia
O=C1CSc2ccccc2N1Cc1cn(Cc2ccc(Cl)cc2)nn1,5.077,Alto,Rango Superior Medio - Potencia
O=C1NN=C2C=C(c3ccccc3)CC(c3cccc([N+](=O)[O-])c3)C12,5.471,Alto,Rango Inferior Medio - Potencia
O=C(O)CC1(C/N=C/c2ccccn2)CCCCC1,5.764,Alto,Valores Bajos - Potencia
CCCN1C(=O)c2cccc3cccc(c23)C1=O,5.253,Alto,Rango Inferior Medio - Potencia
Oc1ccc(/C=N/c2ccc(O)cc2)cc1,4.975,Alto,Rango Superior Medio - Potencia
COc1ccc(-c2n[nH]cc2C2SCC(=O)N2n2c(S)nnc2COc2ccccc2C)cc1,5.525,Alto,Rango Inferior Medio - Potencia
COC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccc(OC)c2oc(-c3ccc(O)c(O)c3)cc12,5.0,Alto,Rango Superior Medio - Potencia
CC(C)(Oc1ccc(C(=O)c2cc3c(ccc4ccccc43)oc2=O)cc1)C(=O)O,5.0,Alto,Rango Superior Medio - Potencia
COc1ccc(/C=C/C(=O)/C=C/c2ccc(OC)c(O)c2)cc1O,4.964,Alto,Valores Altos - Potencia
CCOC(=O)C1C(=O)C=C(c2ccc(O)cc2)CC1c1cccc([N+](=O)[O-])c1,5.662,Alto,Rango Inferior Medio - Potencia
COc1ccc(/C=N/NC(=O)CCCc2nc3ccccc3c(=O)[nH]2)cc1,8.255,Alto,Valores Bajos - Potencia
CN(C)C(=O)COc1ccc(-c2cc(=O)c3c(O)c(O)c(O)cc3o2)cc1,4.907,Alto,Valores Altos - Potencia
CC(=O)c1ccc(NC(=O)C(C(C)C)N(C(=O)c2ccccc2)S(=O)(=O)c2ccc(C)cc2)cc1,7.079,Alto,Valores Bajos - Potencia
Oc1ccc2ccccc2c1/C=N/n1c(S)nnc1-c1cnccn1,4.84,Alto,Valores Altos - Potencia
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.959,Alto,Valores Altos - Potencia
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.959,Alto,Valores Altos - Potencia
COc1ccc(/C=N/NC(=O)CCCc2nc3ccccc3c(=O)[nH]2)cc1,8.255,Alto,Valores Bajos - Potencia
COc1cc(/C=C/C(=O)N2CCNCC2)cc2c1OCO2,5.121,Alto,Rango Superior Medio - Potencia
CC(=O)c1ccc(NC(=O)C2CCCN2S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,7.279,Alto,Valores Bajos - Potencia
O=C(Cn1nnc2ccccc21)c1ccc([N+](=O)[O-])cc1,4.929,Alto,Valores Altos - Potencia
Cc1ccc(C2CNN=C2S(=O)(=O)CC2=NCCS2)cc1,5.506,Alto,Rango Inferior Medio - Potencia
COc1cc(/C=N/NC(=O)CCCc2nc3ccccc3c(=O)[nH]2)cc(OC)c1O,8.13,Alto,Valores Bajos - Potencia
O=C(CN1CCN(CCc2ccccc2)CC1)Nc1nc2ccccc2[nH]1,5.611,Alto,Rango Inferior Medio - Potencia
NC(CCC(=O)n1c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc2c1=O)C(=O)O,5.092,Alto,Rango Superior Medio - Potencia
O=[N+]([O-])c1cccc(/C=N/c2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)c1,5.958,Alto,Valores Bajos - Potencia
Oc1cc(Cc2ccccc2)c(Br)c(Br)c1O,4.944,Alto,Valores Altos - Potencia
CC(C)[C@@H]1CC[C@@H](C)C[C@@]12N(C)C(=O)[C@@H]1[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3ON12,6.34,Alto,Valores Bajos - Potencia
Oc1cc(O)cc(O)c1,5.594,Alto,Rango Inferior Medio - Potencia
COc1ccccc1-c1oc2ccccc2c(=O)c1C,5.73,Alto,Valores Bajos - Potencia
Oc1ccc2c(c1)Cc1c-2[nH]c2ccccc12,5.256,Alto,Rango Inferior Medio - Potencia
O=c1[nH]c2ccccc2cc1/C=N/CCO,6.52,Alto,Valores Bajos - Potencia
COc1cccc(/C=N/N2C(=O)c3cccc4cccc(c34)C2=O)c1O,6.616,Alto,Valores Bajos - Potencia
CCOc1ccc(/C=N/CC2(CC(=O)O)CCCCC2)cc1,5.3,Alto,Rango Inferior Medio - Potencia
Oc1cccc(/C=N/c2ccccc2)c1,6.0,Alto,Valores Bajos - Potencia
Nc1ncnc2c1C(c1ccc([N+](=O)[O-])cc1)c1ccc(O)cc1O2,5.009,Alto,Rango Superior Medio - Potencia
COc1ccc(/C=C/C(=O)/C=C/c2ccc(OC)c(OC)c2)cc1O,4.961,Alto,Valores Altos - Potencia
Cc1ccc(OCC(=O)N/N=C/c2c(OC(=O)c3ccccc3)ccc3ccccc23)cc1,6.097,Alto,Valores Bajos - Potencia
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,5.396,Alto,Rango Inferior Medio - Potencia
CCOc1cc(/C=C/C(=O)/C=C/c2ccc(O)c(OCC)c2)ccc1O,5.108,Alto,Rango Superior Medio - Potencia
CCOc1cc(OC)c(Br)cc1C(C)=O,7.579,Alto,Valores Bajos - Potencia
COc1cc(/C=C/C=N/NC(=O)c2ccc(O)cc2)ccc1O,4.945,Alto,Valores Altos - Potencia
O=C(/C=C/c1ccccc1)c1cccc(NC(=O)c2cc(-c3ccncc3)n[nH]2)c1,4.827,Alto,Valores Altos - Potencia
COc1cc(/C=C/C(=O)NCCC(=O)Nc2ccccc2)ccc1O,4.98,Alto,Rango Superior Medio - Potencia
COc1cc(/C=N/NC(=O)CCc2nc3ccccc3c(=O)[nH]2)cc(OC)c1OC,7.74,Alto,Valores Bajos - Potencia
COc1cc(CNCCCCCCN2C(=O)c3ccccc3C2=O)ccc1O,4.916,Alto,Valores Altos - Potencia
O=C1/C(=C/c2ccc(O)cc2)COc2cc(O)ccc21,4.98,Alto,Rango Superior Medio - Potencia
NC(CCC(=O)n1c(-c2cc(F)ccc2F)nc2ccccc2c1=O)C(=O)O,5.076,Alto,Rango Superior Medio - Potencia
COc1cc(/C=N/NC(=O)CCCc2nc3ccccc3c(=O)[nH]2)cc(OC)c1O,8.13,Alto,Valores Bajos - Potencia
COc1cc(/C=C/C(=O)OCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)ccc1O,5.258,Alto,Rango Inferior Medio - Potencia
COc1cc(/C=C/C(=O)/C=C/c2ccc(C)c(C)c2)cc(OC)c1O,5.053,Alto,Rango Superior Medio - Potencia
Nc1ncnc2c1C(c1ccccc1O)c1ccc(O)cc1O2,5.079,Alto,Rango Superior Medio - Potencia
COC(=O)[C@H](CS)NC(=O)/C=C/c1ccc(O)cc1,5.17,Alto,Rango Superior Medio - Potencia
Cc1ccc2[nH]c(=O)c(/C=N/Nc3ccccc3)cc2c1,6.167,Alto,Valores Bajos - Potencia
COc1cc([C@H]2c3cc4c(cc3C[C@@H](C)[C@@H]2C)OCO4)ccc1O,5.258,Alto,Rango Inferior Medio - Potencia
COc1ccc(/C=C/C(=O)c2ccccc2O)cc1,5.699,Alto,Rango Inferior Medio - Potencia
N#CC1=C(N)Oc2cc(O)ccc2C1c1ccccc1,5.307,Alto,Rango Inferior Medio - Potencia
Br.OC1(c2ccc(C3CCCCC3)cc2)CN2CCCCC2CO1,5.845,Alto,Valores Bajos - Potencia
CC1(C)Cc2c(ccc3ccccc23)C=[N+]1[O-],5.0,Alto,Rango Superior Medio - Potencia
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,6.441,Alto,Valores Bajos - Potencia
O=[N+]([O-])c1cccc(/C=N/n2c(S)nnc2-c2ccc(O)cc2)c1,5.047,Alto,Rango Superior Medio - Potencia
OC[C@H]1O[C@@H](Oc2ccc3c(c2)OCC2c4cc5c(cc4OC32)OCO5)[C@H](O)[C@@H](O)[C@@H]1O,5.151,Alto,Rango Superior Medio - Potencia
O=c1[nH]c2ccccc2cc1/C=N/Cc1ccccc1,6.497,Alto,Valores Bajos - Potencia
O=C(CCc1nc2ccccc2c(=O)[nH]1)N/N=C/c1ccc([N+](=O)[O-])cc1,8.342,Alto,Valores Bajos - Potencia
Oc1ccc2c(c1)OC[C@H]1c3cc4c(cc3O[C@@H]21)OCO4,4.935,Alto,Valores Altos - Potencia
CCOC(=O)c1cnn(-c2nc(-c3ccccc3O)c(C#N)c(=O)n2C)c1N,5.226,Alto,Rango Inferior Medio - Potencia
N#CC1=C(N)OC(c2c[nH]c3ccccc23)=C(C#N)C1c1ccc(F)cc1,6.403,Alto,Valores Bajos - Potencia
COc1cc(/C=N/NC(=O)CCc2nc3ccccc3c(=O)[nH]2)cc(OC)c1OC,7.74,Alto,Valores Bajos - Potencia
Nc1ncnc2c1C(c1ccc3c(c1)OCO3)c1ccc(O)cc1O2,5.071,Alto,Rango Superior Medio - Potencia
Cc1c(O)c(C(=O)O)c(O)c2c1[C@H](C)[C@@H](C)OC2=O,6.0,Alto,Valores Bajos - Potencia
CCOc1cc(/C=C/C(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.906,Alto,Valores Altos - Potencia
CCOc1cc(OC)ccc1C(C)=O,6.82,Alto,Valores Bajos - Potencia
COc1ccc(/C=N/NC(=O)CCc2nc3ccccc3c(=O)[nH]2)cc1,7.875,Alto,Valores Bajos - Potencia
Fc1ccc2c(c1)CCC(c1nnc(-c3cn(Cc4c(F)cccc4F)nn3)o1)O2,4.945,Alto,Valores Altos - Potencia
O=c1oc2cc(/C=C/c3ccc(O)c(O)c3)oc(=O)c2c2cc(O)c(O)cc12,4.932,Alto,Valores Altos - Potencia
O=c1c2ccc(O)cc2oc2cccc(-c3ccc(O)c(O)c3)c12,5.714,Alto,Valores Bajos - Potencia
Fc1ccc2c(c1)CCC(c1nnc(-c3ccccc3Cl)o1)O2,4.945,Alto,Valores Altos - Potencia
COC(=O)C(Cc1c(CCC(C)C)[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,5.875,Alto,Valores Bajos - Potencia
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.959,Alto,Valores Altos - Potencia
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,5.396,Alto,Rango Inferior Medio - Potencia
Cc1c(-c2ccccc2Cl)oc2ccccc2c1=O,5.851,Alto,Valores Bajos - Potencia
O=C(OCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1)c1ccc(O)c(O)c1,5.439,Alto,Rango Inferior Medio - Potencia
O=C(/C=C/c1ccc(O)cc1)NCCc1ccc(O)c(O)c1,4.858,Alto,Valores Altos - Potencia
CC1(C)C(O)c2ccccc2C=[N+]1[O-],6.74,Alto,Valores Bajos - Potencia
O=C(c1cccc(O)c1)c1c(O)cc(O)cc1O,4.822,Alto,Valores Altos - Potencia
CC(=O)c1c2c(c3ccccc3c1O)O[C@H]1OCCC[C@@H]21,5.546,Alto,Rango Inferior Medio - Potencia
O=C(/C=C/c1cccc(O)c1)CC(=O)/C=C/c1cc(O)ccc1O,4.944,Alto,Valores Altos - Potencia
O=C(/C=C/c1ccccc1O)/C=C/c1cccc(O)c1O,4.996,Alto,Rango Superior Medio - Potencia
CCOC(=O)c1cnn(-c2nc(-c3ccccc3O)c(C#N)c(=O)n2C)c1N,5.226,Alto,Rango Inferior Medio - Potencia
COc1c(O)cc(CCc2ccccc2)cc1O,5.186,Alto,Rango Superior Medio - Potencia
CCCCOc1cc(OC)c(Br)cc1C(C)=O,7.582,Alto,Valores Bajos - Potencia
COC(=O)[C@]1(Cc2ccc3c(c2)C[C@H](O)C(C)(C)O3)OC(=O)C(OC)=C1c1ccc(O)cc1,5.699,Alto,Rango Inferior Medio - Potencia
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,4.903,Alto,Valores Altos - Potencia
Cc1cc2c(c(=O)o1)C(c1ccc(C)s1)C(C#N)=C(N)O2,5.975,Alto,Valores Bajos - Potencia
O=C(/C=C/c1ccccc1O)c1ccc(O)cc1O,5.107,Alto,Rango Superior Medio - Potencia
Cc1cccc2nc(-c3ccc(C(=O)N/N=C/c4ccc(O)cc4O)cc3)[nH]c12,4.964,Alto,Valores Altos - Potencia
COc1cc(/C=C/C(=O)c2cc3ccc(O)cc3oc2=O)cc(OC)c1OC,5.279,Alto,Rango Inferior Medio - Potencia
NC(=S)Nc1ccccc1,5.301,Alto,Rango Inferior Medio - Potencia
Cc1coc2c(O)c3oc(=O)cc(C)c3cc12,5.075,Alto,Rango Superior Medio - Potencia
O=C(/C=C/c1ccc2c(c1)OCO2)c1cc2cc(O)ccc2oc1=O,5.681,Alto,Rango Inferior Medio - Potencia
O=C(O)c1ccc(/N=C/c2cc3ccccc3[nH]c2=O)cc1,6.221,Alto,Valores Bajos - Potencia
CCOC(=O)C1C(=O)C=C(c2ccc(Br)cc2)CC1c1cccc([N+](=O)[O-])c1,5.964,Alto,Valores Bajos - Potencia
O=C1/C(=C/c2ccc(Cl)cc2)Oc2cc(O)ccc21,5.839,Alto,Valores Bajos - Potencia
COC(=O)[C@H](Cc1cn(CCC(C)C)c2ccccc12)NC(C)=O,5.856,Alto,Valores Bajos - Potencia
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.959,Alto,Valores Altos - Potencia
NC(CCC(=O)n1c(-c2ccc(F)c(F)c2F)nc2ccccc2c1=O)C(=O)O,5.075,Alto,Rango Superior Medio - Potencia
COc1c(C(=O)NC(C)c2ccccc2)c(C)nn1-c1ccccc1,4.905,Alto,Valores Altos - Potencia
OC[C@@H]1CN(Cc2ccccc2)C[C@@H](O)[C@H]1c1ccccc1,5.0,Alto,Rango Superior Medio - Potencia
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.959,Alto,Valores Altos - Potencia
COc1ccc(C(=O)CN2CCC(Cc3ccccc3)CC2)cc1.Cl,5.168,Alto,Rango Superior Medio - Potencia
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.918,Alto,Valores Altos - Potencia
COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1OC,5.651,Alto,Rango Inferior Medio - Potencia
COC(=O)[C@H](CS)NC(=O)/C=C/c1cccc(O)c1,5.267,Alto,Rango Inferior Medio - Potencia
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,5.396,Alto,Rango Inferior Medio - Potencia
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.959,Alto,Valores Altos - Potencia
COc1c(-c2ccccc2)c(C)nn1-c1ccccc1,5.086,Alto,Rango Superior Medio - Potencia
O=C1CSc2ccccc2N1Cc1cn(Cc2ccccc2)nn1,5.033,Alto,Rango Superior Medio - Potencia
N#CC1=C2c3[nH]c4ccc(Cl)cc4c3CCC2(C2C(=O)Nc3ccccc32)NC1=O,4.822,Alto,Valores Altos - Potencia
Cc1cc2c(O)c3c(c(O)c2o1)[C@@]1(C)CCCC(C)(C)C1=C(O)C3=O,4.881,Alto,Valores Altos - Potencia
O=C(c1ccc(Cl)cc1)c1ccc(O)c(O)c1,5.012,Alto,Rango Superior Medio - Potencia
CC1(C)C=Cc2c(ccc3cc(C(=O)N/N=C/c4ccc(O)cc4O)oc23)O1,4.846,Alto,Valores Altos - Potencia
COc1cccc(-c2nc(NN)n(C)c(=O)c2C#N)c1OC,5.253,Alto,Rango Inferior Medio - Potencia
O=c1ccc2ccc(O)cc2o1,9.091,Alto,Valores Bajos - Potencia
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(CN(C)C)c2)ccc1O,4.823,Alto,Valores Altos - Potencia
COc1ccc(CN2CN(CC(=O)O)CSC2=S)cc1OC,4.911,Alto,Valores Altos - Potencia
O=C(N/N=C/c1ccccc1O)c1ccc(Cl)cc1,5.26,Alto,Rango Inferior Medio - Potencia
CCOc1cc(/C=C/C(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.906,Alto,Valores Altos - Potencia
Cc1ccc([C@]2(C)CC[C@@H](C(C)(C)O)O2)cc1,5.0,Alto,Rango Superior Medio - Potencia
O=C(N/N=C/c1ccccc1O)c1ccccc1C(=O)c1ccccc1,5.584,Alto,Rango Inferior Medio - Potencia
CCC[C@H](O)C[C@@H]1Cc2cc(OC)c(OC)c(O)c2C(=O)O1,5.107,Alto,Rango Superior Medio - Potencia
O=c1oc2cc(/C=C/c3ccc(O)c(O)c3)oc(=O)c2c2cc(O)c(O)cc12,4.932,Alto,Valores Altos - Potencia
COc1cc(/C=C/C=C/C(=O)CCc2ccc(O)cc2)ccc1O,5.091,Alto,Rango Superior Medio - Potencia
COc1cc(Br)c(C2C(C#N)=C(N)OC(c3c[nH]c4ccccc34)=C2C#N)cc1OC,5.02,Alto,Rango Superior Medio - Potencia
COc1ccc(/C=N/NC(=O)CCCc2nc3ccccc3c(=O)[nH]2)cc1,8.255,Alto,Valores Bajos - Potencia
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.918,Alto,Valores Altos - Potencia
Nc1ncnc2c1C(c1ccccc1O)c1ccc(O)cc1O2,5.079,Alto,Rango Superior Medio - Potencia
CC(C)c1ccc(-c2oc3ccccc3c(=O)c2O)cc1,7.042,Alto,Valores Bajos - Potencia
Nc1nc2ccccc2s1,6.602,Alto,Valores Bajos - Potencia
O=C(Cc1ccc(O)cc1)c1ccc(O)c(O)c1O,5.251,Alto,Rango Inferior Medio - Potencia
O=S(=O)(Nc1cc(F)c(O)c(F)c1)c1ccccc1,4.982,Alto,Rango Superior Medio - Potencia
COc1ccc(CN(Cc2ccc(OC)cc2)c2ccc3nc(N)nc(N)c3c2)cc1,5.057,Alto,Rango Superior Medio - Potencia
C=C(CO)[C@@]12O[C@@H]1[C@@]1(C)C(=CC2=O)[C@H](OC(=O)C(O)(CO)CC(C)CC(C)CC)CC[C@@H]1C,5.0,Alto,Rango Superior Medio - Potencia
Cc1cccc2c3c([nH]c12)C1=C(C#N)C(=O)NC1(C1C(=O)Nc2ccccc21)CC3,4.865,Alto,Valores Altos - Potencia
O=[N+]([O-])c1cccc(/C=N/n2c(S)nnc2-c2ccc(O)cc2)c1,5.047,Alto,Rango Superior Medio - Potencia
COc1ccc2c(c1OC)Cc1c-2[nH]c2ccccc12,5.097,Alto,Rango Superior Medio - Potencia
O=C(/C=C/c1ccccc1O)NCCC1CCN(Cc2ccccc2)CC1,5.99,Alto,Valores Bajos - Potencia
Br.CN1CCOC(O)(c2ccc(C3=NCCS3)cc2)C1,5.778,Alto,Valores Bajos - Potencia
Oc1ccc(/C=N/c2cccc(O)c2)cc1,5.559,Alto,Rango Inferior Medio - Potencia
CC1(C)C(=O)c2ccccc2C=[N+]1[O-],5.973,Alto,Valores Bajos - Potencia
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,4.953,Alto,Valores Altos - Potencia
Cc1cccc2c3c([nH]c12)C1=C(C#N)C(=O)NC1(C1C(=O)c2cccc4cccc1c24)CC3,5.367,Alto,Rango Inferior Medio - Potencia
COc1cc(/C=C/C(=O)NCC(=O)Nc2cccc(Cl)c2)ccc1O,5.032,Alto,Rango Superior Medio - Potencia
O=C1CCc2ccc(O)c(c2)-c2cc(ccc2O)C[C@H](O)[C@H](O)[C@H]1O,5.367,Alto,Rango Inferior Medio - Potencia
COc1ccc(/N=C/c2ccc(O)cc2)cc1,6.0,Alto,Valores Bajos - Potencia
COc1cccc2cc(C(C)=O)c(=S)oc12,6.185,Alto,Valores Bajos - Potencia
CC1(C)C(=O)c2ccccc2C=[N+]1[O-],5.973,Alto,Valores Bajos - Potencia
C/C(=N\N=C1/SCC(=O)N1Cc1cccc(Cl)c1)c1cccs1,6.699,Alto,Valores Bajos - Potencia
COc1ccc(O)c(/C=C/C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)c1,4.976,Alto,Rango Superior Medio - Potencia
O=c1cc(/C=N\O)c2ccc(OCc3ccccc3)cc2o1,6.382,Alto,Valores Bajos - Potencia
CN1CCOC(O)(c2ccc3c(c2)N(C)c2ccccc2S3)C1,4.846,Alto,Valores Altos - Potencia
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,5.373,Alto,Rango Inferior Medio - Potencia
S=c1oc(-c2ccc3c(c2)OCCO3)nn1CNC1CCCCC1,4.975,Alto,Rango Superior Medio - Potencia
